Unicode Code Point,Character,Description
0x7e12,縒,CJK UNIFIED IDEOGRAPH-7E12
0x7e13,縓,CJK UNIFIED IDEOGRAPH-7E13
0x7e14,縔,CJK UNIFIED IDEOGRAPH-7E14
0x7e15,縕,CJK UNIFIED IDEOGRAPH-7E15
0x7e16,縖,CJK UNIFIED IDEOGRAPH-7E16
0x7e17,縗,CJK UNIFIED IDEOGRAPH-7E17
0x7e18,縘,CJK UNIFIED IDEOGRAPH-7E18
0x7e19,縙,CJK UNIFIED IDEOGRAPH-7E19
0x7e1a,縚,CJK UNIFIED IDEOGRAPH-7E1A
0x7e1b,縛,CJK UNIFIED IDEOGRAPH-7E1B
0x7e1c,縜,CJK UNIFIED IDEOGRAPH-7E1C
0x7e1d,縝,CJK UNIFIED IDEOGRAPH-7E1D
0x7e1e,縞,CJK UNIFIED IDEOGRAPH-7E1E
0x7e1f,縟,CJK UNIFIED IDEOGRAPH-7E1F
0x7e20,縠,CJK UNIFIED IDEOGRAPH-7E20
0x7e21,縡,CJK UNIFIED IDEOGRAPH-7E21
0x7e22,縢,CJK UNIFIED IDEOGRAPH-7E22
0x7e23,縣,CJK UNIFIED IDEOGRAPH-7E23
0x7e24,縤,CJK UNIFIED IDEOGRAPH-7E24
0x7e25,縥,CJK UNIFIED IDEOGRAPH-7E25
0x7e26,縦,CJK UNIFIED IDEOGRAPH-7E26
0x7e27,縧,CJK UNIFIED IDEOGRAPH-7E27
0x7e28,縨,CJK UNIFIED IDEOGRAPH-7E28
0x7e29,縩,CJK UNIFIED IDEOGRAPH-7E29
0x7e2a,縪,CJK UNIFIED IDEOGRAPH-7E2A
0x7e2b,縫,CJK UNIFIED IDEOGRAPH-7E2B
0x7e2c,縬,CJK UNIFIED IDEOGRAPH-7E2C
0x7e2d,縭,CJK UNIFIED IDEOGRAPH-7E2D
0x7e2e,縮,CJK UNIFIED IDEOGRAPH-7E2E
0x7e2f,縯,CJK UNIFIED IDEOGRAPH-7E2F
0x7e30,縰,CJK UNIFIED IDEOGRAPH-7E30
0x7e31,縱,CJK UNIFIED IDEOGRAPH-7E31
0x7e32,縲,CJK UNIFIED IDEOGRAPH-7E32
0x7e33,縳,CJK UNIFIED IDEOGRAPH-7E33
0x7e34,縴,CJK UNIFIED IDEOGRAPH-7E34
0x7e35,縵,CJK UNIFIED IDEOGRAPH-7E35
0x7e36,縶,CJK UNIFIED IDEOGRAPH-7E36
0x7e37,縷,CJK UNIFIED IDEOGRAPH-7E37
0x7e38,縸,CJK UNIFIED IDEOGRAPH-7E38
0x7e39,縹,CJK UNIFIED IDEOGRAPH-7E39
0x7e3a,縺,CJK UNIFIED IDEOGRAPH-7E3A
0x7e3b,縻,CJK UNIFIED IDEOGRAPH-7E3B
0x7e3c,縼,CJK UNIFIED IDEOGRAPH-7E3C
0x7e3d,總,CJK UNIFIED IDEOGRAPH-7E3D
0x7e3e,績,CJK UNIFIED IDEOGRAPH-7E3E
0x7e3f,縿,CJK UNIFIED IDEOGRAPH-7E3F
0x7e40,繀,CJK UNIFIED IDEOGRAPH-7E40
0x7e41,繁,CJK UNIFIED IDEOGRAPH-7E41
0x7e42,繂,CJK UNIFIED IDEOGRAPH-7E42
0x7e43,繃,CJK UNIFIED IDEOGRAPH-7E43
0x7e44,繄,CJK UNIFIED IDEOGRAPH-7E44
0x7e45,繅,CJK UNIFIED IDEOGRAPH-7E45
0x7e46,繆,CJK UNIFIED IDEOGRAPH-7E46
0x7e47,繇,CJK UNIFIED IDEOGRAPH-7E47
0x7e48,繈,CJK UNIFIED IDEOGRAPH-7E48
0x7e49,繉,CJK UNIFIED IDEOGRAPH-7E49
0x7e4a,繊,CJK UNIFIED IDEOGRAPH-7E4A
0x7e4b,繋,CJK UNIFIED IDEOGRAPH-7E4B
0x7e4c,繌,CJK UNIFIED IDEOGRAPH-7E4C
0x7e4d,繍,CJK UNIFIED IDEOGRAPH-7E4D
0x7e4e,繎,CJK UNIFIED IDEOGRAPH-7E4E
0x7e4f,繏,CJK UNIFIED IDEOGRAPH-7E4F
0x7e50,繐,CJK UNIFIED IDEOGRAPH-7E50
0x7e51,繑,CJK UNIFIED IDEOGRAPH-7E51
0x7e52,繒,CJK UNIFIED IDEOGRAPH-7E52
0x7e53,繓,CJK UNIFIED IDEOGRAPH-7E53
0x7e54,織,CJK UNIFIED IDEOGRAPH-7E54
0x7e55,繕,CJK UNIFIED IDEOGRAPH-7E55
0x7e56,繖,CJK UNIFIED IDEOGRAPH-7E56
0x7e57,繗,CJK UNIFIED IDEOGRAPH-7E57
0x7e58,繘,CJK UNIFIED IDEOGRAPH-7E58
0x7e59,繙,CJK UNIFIED IDEOGRAPH-7E59
0x7e5a,繚,CJK UNIFIED IDEOGRAPH-7E5A
0x7e5b,繛,CJK UNIFIED IDEOGRAPH-7E5B
0x7e5c,繜,CJK UNIFIED IDEOGRAPH-7E5C
0x7e5d,繝,CJK UNIFIED IDEOGRAPH-7E5D
0x7e5e,繞,CJK UNIFIED IDEOGRAPH-7E5E
0x7e5f,繟,CJK UNIFIED IDEOGRAPH-7E5F
0x7e60,繠,CJK UNIFIED IDEOGRAPH-7E60
0x7e61,繡,CJK UNIFIED IDEOGRAPH-7E61
0x7e62,繢,CJK UNIFIED IDEOGRAPH-7E62
0x7e63,繣,CJK UNIFIED IDEOGRAPH-7E63
0x7e64,繤,CJK UNIFIED IDEOGRAPH-7E64
0x7e65,繥,CJK UNIFIED IDEOGRAPH-7E65
0x7e66,繦,CJK UNIFIED IDEOGRAPH-7E66
0x7e67,繧,CJK UNIFIED IDEOGRAPH-7E67
0x7e68,繨,CJK UNIFIED IDEOGRAPH-7E68
0x7e69,繩,CJK UNIFIED IDEOGRAPH-7E69
0x7e6a,繪,CJK UNIFIED IDEOGRAPH-7E6A
0x7e6b,繫,CJK UNIFIED IDEOGRAPH-7E6B
0x7e6c,繬,CJK UNIFIED IDEOGRAPH-7E6C
0x7e6d,繭,CJK UNIFIED IDEOGRAPH-7E6D
0x7e6e,繮,CJK UNIFIED IDEOGRAPH-7E6E
0x7e6f,繯,CJK UNIFIED IDEOGRAPH-7E6F
0x7e70,繰,CJK UNIFIED IDEOGRAPH-7E70
0x7e71,繱,CJK UNIFIED IDEOGRAPH-7E71
0x7e72,繲,CJK UNIFIED IDEOGRAPH-7E72
0x7e73,繳,CJK UNIFIED IDEOGRAPH-7E73
0x7e74,繴,CJK UNIFIED IDEOGRAPH-7E74
0x7e75,繵,CJK UNIFIED IDEOGRAPH-7E75
0x7e76,繶,CJK UNIFIED IDEOGRAPH-7E76
0x7e77,繷,CJK UNIFIED IDEOGRAPH-7E77
0x7e78,繸,CJK UNIFIED IDEOGRAPH-7E78
0x7e79,繹,CJK UNIFIED IDEOGRAPH-7E79
0x7e7a,繺,CJK UNIFIED IDEOGRAPH-7E7A
0x7e7b,繻,CJK UNIFIED IDEOGRAPH-7E7B
0x7e7c,繼,CJK UNIFIED IDEOGRAPH-7E7C
0x7e7d,繽,CJK UNIFIED IDEOGRAPH-7E7D
0x7e7e,繾,CJK UNIFIED IDEOGRAPH-7E7E
0x7e7f,繿,CJK UNIFIED IDEOGRAPH-7E7F
0x7e80,纀,CJK UNIFIED IDEOGRAPH-7E80
0x7e81,纁,CJK UNIFIED IDEOGRAPH-7E81
0x7e82,纂,CJK UNIFIED IDEOGRAPH-7E82
0x7e83,纃,CJK UNIFIED IDEOGRAPH-7E83
0x7e84,纄,CJK UNIFIED IDEOGRAPH-7E84
0x7e85,纅,CJK UNIFIED IDEOGRAPH-7E85
0x7e86,纆,CJK UNIFIED IDEOGRAPH-7E86
0x7e87,纇,CJK UNIFIED IDEOGRAPH-7E87
0x7e88,纈,CJK UNIFIED IDEOGRAPH-7E88
0x7e89,纉,CJK UNIFIED IDEOGRAPH-7E89
0x7e8a,纊,CJK UNIFIED IDEOGRAPH-7E8A
0x7e8b,纋,CJK UNIFIED IDEOGRAPH-7E8B
0x7e8c,續,CJK UNIFIED IDEOGRAPH-7E8C
0x7e8d,纍,CJK UNIFIED IDEOGRAPH-7E8D
0x7e8e,纎,CJK UNIFIED IDEOGRAPH-7E8E
0x7e8f,纏,CJK UNIFIED IDEOGRAPH-7E8F
0x7e90,纐,CJK UNIFIED IDEOGRAPH-7E90
0x7e91,纑,CJK UNIFIED IDEOGRAPH-7E91
0x7e92,纒,CJK UNIFIED IDEOGRAPH-7E92
0x7e93,纓,CJK UNIFIED IDEOGRAPH-7E93
0x7e94,纔,CJK UNIFIED IDEOGRAPH-7E94
0x7e95,纕,CJK UNIFIED IDEOGRAPH-7E95
0x7e96,纖,CJK UNIFIED IDEOGRAPH-7E96
0x7e97,纗,CJK UNIFIED IDEOGRAPH-7E97
0x7e98,纘,CJK UNIFIED IDEOGRAPH-7E98
0x7e99,纙,CJK UNIFIED IDEOGRAPH-7E99
0x7e9a,纚,CJK UNIFIED IDEOGRAPH-7E9A
0x7e9b,纛,CJK UNIFIED IDEOGRAPH-7E9B
0x7e9c,纜,CJK UNIFIED IDEOGRAPH-7E9C
0x7e9d,纝,CJK UNIFIED IDEOGRAPH-7E9D
0x7e9e,纞,CJK UNIFIED IDEOGRAPH-7E9E
0x7e9f,纟,CJK UNIFIED IDEOGRAPH-7E9F
0x7ea0,纠,CJK UNIFIED IDEOGRAPH-7EA0
0x7ea1,纡,CJK UNIFIED IDEOGRAPH-7EA1
0x7ea2,红,CJK UNIFIED IDEOGRAPH-7EA2
0x7ea3,纣,CJK UNIFIED IDEOGRAPH-7EA3
0x7ea4,纤,CJK UNIFIED IDEOGRAPH-7EA4
0x7ea5,纥,CJK UNIFIED IDEOGRAPH-7EA5
0x7ea6,约,CJK UNIFIED IDEOGRAPH-7EA6
0x7ea7,级,CJK UNIFIED IDEOGRAPH-7EA7
0x7ea8,纨,CJK UNIFIED IDEOGRAPH-7EA8
0x7ea9,纩,CJK UNIFIED IDEOGRAPH-7EA9
0x7eaa,纪,CJK UNIFIED IDEOGRAPH-7EAA
0x7eab,纫,CJK UNIFIED IDEOGRAPH-7EAB
0x7eac,纬,CJK UNIFIED IDEOGRAPH-7EAC
0x7ead,纭,CJK UNIFIED IDEOGRAPH-7EAD
0x7eae,纮,CJK UNIFIED IDEOGRAPH-7EAE
0x7eaf,纯,CJK UNIFIED IDEOGRAPH-7EAF
0x7eb0,纰,CJK UNIFIED IDEOGRAPH-7EB0
0x7eb1,纱,CJK UNIFIED IDEOGRAPH-7EB1
0x7eb2,纲,CJK UNIFIED IDEOGRAPH-7EB2
0x7eb3,纳,CJK UNIFIED IDEOGRAPH-7EB3
0x7eb4,纴,CJK UNIFIED IDEOGRAPH-7EB4
0x7eb5,纵,CJK UNIFIED IDEOGRAPH-7EB5
0x7eb6,纶,CJK UNIFIED IDEOGRAPH-7EB6
0x7eb7,纷,CJK UNIFIED IDEOGRAPH-7EB7
0x7eb8,纸,CJK UNIFIED IDEOGRAPH-7EB8
0x7eb9,纹,CJK UNIFIED IDEOGRAPH-7EB9
0x7eba,纺,CJK UNIFIED IDEOGRAPH-7EBA
0x7ebb,纻,CJK UNIFIED IDEOGRAPH-7EBB
0x7ebc,纼,CJK UNIFIED IDEOGRAPH-7EBC
0x7ebd,纽,CJK UNIFIED IDEOGRAPH-7EBD
0x7ebe,纾,CJK UNIFIED IDEOGRAPH-7EBE
0x7ebf,线,CJK UNIFIED IDEOGRAPH-7EBF
0x7ec0,绀,CJK UNIFIED IDEOGRAPH-7EC0
0x7ec1,绁,CJK UNIFIED IDEOGRAPH-7EC1
0x7ec2,绂,CJK UNIFIED IDEOGRAPH-7EC2
0x7ec3,练,CJK UNIFIED IDEOGRAPH-7EC3
0x7ec4,组,CJK UNIFIED IDEOGRAPH-7EC4
0x7ec5,绅,CJK UNIFIED IDEOGRAPH-7EC5
0x7ec6,细,CJK UNIFIED IDEOGRAPH-7EC6
0x7ec7,织,CJK UNIFIED IDEOGRAPH-7EC7
0x7ec8,终,CJK UNIFIED IDEOGRAPH-7EC8
0x7ec9,绉,CJK UNIFIED IDEOGRAPH-7EC9
0x7eca,绊,CJK UNIFIED IDEOGRAPH-7ECA
0x7ecb,绋,CJK UNIFIED IDEOGRAPH-7ECB
0x7ecc,绌,CJK UNIFIED IDEOGRAPH-7ECC
0x7ecd,绍,CJK UNIFIED IDEOGRAPH-7ECD
0x7ece,绎,CJK UNIFIED IDEOGRAPH-7ECE
0x7ecf,经,CJK UNIFIED IDEOGRAPH-7ECF
0x7ed0,绐,CJK UNIFIED IDEOGRAPH-7ED0
0x7ed1,绑,CJK UNIFIED IDEOGRAPH-7ED1
0x7ed2,绒,CJK UNIFIED IDEOGRAPH-7ED2
0x7ed3,结,CJK UNIFIED IDEOGRAPH-7ED3
0x7ed4,绔,CJK UNIFIED IDEOGRAPH-7ED4
0x7ed5,绕,CJK UNIFIED IDEOGRAPH-7ED5
0x7ed6,绖,CJK UNIFIED IDEOGRAPH-7ED6
0x7ed7,绗,CJK UNIFIED IDEOGRAPH-7ED7
0x7ed8,绘,CJK UNIFIED IDEOGRAPH-7ED8
0x7ed9,给,CJK UNIFIED IDEOGRAPH-7ED9
0x7eda,绚,CJK UNIFIED IDEOGRAPH-7EDA
0x7edb,绛,CJK UNIFIED IDEOGRAPH-7EDB
0x7edc,络,CJK UNIFIED IDEOGRAPH-7EDC
0x7edd,绝,CJK UNIFIED IDEOGRAPH-7EDD
0x7ede,绞,CJK UNIFIED IDEOGRAPH-7EDE
0x7edf,统,CJK UNIFIED IDEOGRAPH-7EDF
0x7ee0,绠,CJK UNIFIED IDEOGRAPH-7EE0
0x7ee1,绡,CJK UNIFIED IDEOGRAPH-7EE1
0x7ee2,绢,CJK UNIFIED IDEOGRAPH-7EE2
0x7ee3,绣,CJK UNIFIED IDEOGRAPH-7EE3
0x7ee4,绤,CJK UNIFIED IDEOGRAPH-7EE4
0x7ee5,绥,CJK UNIFIED IDEOGRAPH-7EE5
0x7ee6,绦,CJK UNIFIED IDEOGRAPH-7EE6
0x7ee7,继,CJK UNIFIED IDEOGRAPH-7EE7
0x7ee8,绨,CJK UNIFIED IDEOGRAPH-7EE8
0x7ee9,绩,CJK UNIFIED IDEOGRAPH-7EE9
0x7eea,绪,CJK UNIFIED IDEOGRAPH-7EEA
0x7eeb,绫,CJK UNIFIED IDEOGRAPH-7EEB
0x7eec,绬,CJK UNIFIED IDEOGRAPH-7EEC
0x7eed,续,CJK UNIFIED IDEOGRAPH-7EED
0x7eee,绮,CJK UNIFIED IDEOGRAPH-7EEE
0x7eef,绯,CJK UNIFIED IDEOGRAPH-7EEF
0x7ef0,绰,CJK UNIFIED IDEOGRAPH-7EF0
0x7ef1,绱,CJK UNIFIED IDEOGRAPH-7EF1
0x7ef2,绲,CJK UNIFIED IDEOGRAPH-7EF2
0x7ef3,绳,CJK UNIFIED IDEOGRAPH-7EF3
0x7ef4,维,CJK UNIFIED IDEOGRAPH-7EF4
0x7ef5,绵,CJK UNIFIED IDEOGRAPH-7EF5
0x7ef6,绶,CJK UNIFIED IDEOGRAPH-7EF6
0x7ef7,绷,CJK UNIFIED IDEOGRAPH-7EF7
0x7ef8,绸,CJK UNIFIED IDEOGRAPH-7EF8
0x7ef9,绹,CJK UNIFIED IDEOGRAPH-7EF9
0x7efa,绺,CJK UNIFIED IDEOGRAPH-7EFA
0x7efb,绻,CJK UNIFIED IDEOGRAPH-7EFB
0x7efc,综,CJK UNIFIED IDEOGRAPH-7EFC
0x7efd,绽,CJK UNIFIED IDEOGRAPH-7EFD
0x7efe,绾,CJK UNIFIED IDEOGRAPH-7EFE
0x7eff,绿,CJK UNIFIED IDEOGRAPH-7EFF
0x7f00,缀,CJK UNIFIED IDEOGRAPH-7F00
0x7f01,缁,CJK UNIFIED IDEOGRAPH-7F01
0x7f02,缂,CJK UNIFIED IDEOGRAPH-7F02
0x7f03,缃,CJK UNIFIED IDEOGRAPH-7F03
0x7f04,缄,CJK UNIFIED IDEOGRAPH-7F04
0x7f05,缅,CJK UNIFIED IDEOGRAPH-7F05
0x7f06,缆,CJK UNIFIED IDEOGRAPH-7F06
0x7f07,缇,CJK UNIFIED IDEOGRAPH-7F07
0x7f08,缈,CJK UNIFIED IDEOGRAPH-7F08
0x7f09,缉,CJK UNIFIED IDEOGRAPH-7F09
0x7f0a,缊,CJK UNIFIED IDEOGRAPH-7F0A
0x7f0b,缋,CJK UNIFIED IDEOGRAPH-7F0B
0x7f0c,缌,CJK UNIFIED IDEOGRAPH-7F0C
0x7f0d,缍,CJK UNIFIED IDEOGRAPH-7F0D
0x7f0e,缎,CJK UNIFIED IDEOGRAPH-7F0E
0x7f0f,缏,CJK UNIFIED IDEOGRAPH-7F0F
0x7f10,缐,CJK UNIFIED IDEOGRAPH-7F10
0x7f11,缑,CJK UNIFIED IDEOGRAPH-7F11
0x7f12,缒,CJK UNIFIED IDEOGRAPH-7F12
0x7f13,缓,CJK UNIFIED IDEOGRAPH-7F13
0x7f14,缔,CJK UNIFIED IDEOGRAPH-7F14
0x7f15,缕,CJK UNIFIED IDEOGRAPH-7F15
0x7f16,编,CJK UNIFIED IDEOGRAPH-7F16
0x7f17,缗,CJK UNIFIED IDEOGRAPH-7F17
0x7f18,缘,CJK UNIFIED IDEOGRAPH-7F18
0x7f19,缙,CJK UNIFIED IDEOGRAPH-7F19
0x7f1a,缚,CJK UNIFIED IDEOGRAPH-7F1A
0x7f1b,缛,CJK UNIFIED IDEOGRAPH-7F1B
0x7f1c,缜,CJK UNIFIED IDEOGRAPH-7F1C
0x7f1d,缝,CJK UNIFIED IDEOGRAPH-7F1D
0x7f1e,缞,CJK UNIFIED IDEOGRAPH-7F1E
0x7f1f,缟,CJK UNIFIED IDEOGRAPH-7F1F
0x7f20,缠,CJK UNIFIED IDEOGRAPH-7F20
0x7f21,缡,CJK UNIFIED IDEOGRAPH-7F21
0x7f22,缢,CJK UNIFIED IDEOGRAPH-7F22
0x7f23,缣,CJK UNIFIED IDEOGRAPH-7F23
0x7f24,缤,CJK UNIFIED IDEOGRAPH-7F24
0x7f25,缥,CJK UNIFIED IDEOGRAPH-7F25
0x7f26,缦,CJK UNIFIED IDEOGRAPH-7F26
0x7f27,缧,CJK UNIFIED IDEOGRAPH-7F27
0x7f28,缨,CJK UNIFIED IDEOGRAPH-7F28
0x7f29,缩,CJK UNIFIED IDEOGRAPH-7F29
0x7f2a,缪,CJK UNIFIED IDEOGRAPH-7F2A
0x7f2b,缫,CJK UNIFIED IDEOGRAPH-7F2B
0x7f2c,缬,CJK UNIFIED IDEOGRAPH-7F2C
0x7f2d,缭,CJK UNIFIED IDEOGRAPH-7F2D
0x7f2e,缮,CJK UNIFIED IDEOGRAPH-7F2E
0x7f2f,缯,CJK UNIFIED IDEOGRAPH-7F2F
0x7f30,缰,CJK UNIFIED IDEOGRAPH-7F30
0x7f31,缱,CJK UNIFIED IDEOGRAPH-7F31
0x7f32,缲,CJK UNIFIED IDEOGRAPH-7F32
0x7f33,缳,CJK UNIFIED IDEOGRAPH-7F33
0x7f34,缴,CJK UNIFIED IDEOGRAPH-7F34
0x7f35,缵,CJK UNIFIED IDEOGRAPH-7F35
0x7f36,缶,CJK UNIFIED IDEOGRAPH-7F36
0x7f37,缷,CJK UNIFIED IDEOGRAPH-7F37
0x7f38,缸,CJK UNIFIED IDEOGRAPH-7F38
0x7f39,缹,CJK UNIFIED IDEOGRAPH-7F39
0x7f3a,缺,CJK UNIFIED IDEOGRAPH-7F3A
0x7f3b,缻,CJK UNIFIED IDEOGRAPH-7F3B
0x7f3c,缼,CJK UNIFIED IDEOGRAPH-7F3C
0x7f3d,缽,CJK UNIFIED IDEOGRAPH-7F3D
0x7f3e,缾,CJK UNIFIED IDEOGRAPH-7F3E
0x7f3f,缿,CJK UNIFIED IDEOGRAPH-7F3F
0x7f40,罀,CJK UNIFIED IDEOGRAPH-7F40
0x7f41,罁,CJK UNIFIED IDEOGRAPH-7F41
0x7f42,罂,CJK UNIFIED IDEOGRAPH-7F42
0x7f43,罃,CJK UNIFIED IDEOGRAPH-7F43
0x7f44,罄,CJK UNIFIED IDEOGRAPH-7F44
0x7f45,罅,CJK UNIFIED IDEOGRAPH-7F45
0x7f46,罆,CJK UNIFIED IDEOGRAPH-7F46
0x7f47,罇,CJK UNIFIED IDEOGRAPH-7F47
0x7f48,罈,CJK UNIFIED IDEOGRAPH-7F48
0x7f49,罉,CJK UNIFIED IDEOGRAPH-7F49
0x7f4a,罊,CJK UNIFIED IDEOGRAPH-7F4A
0x7f4b,罋,CJK UNIFIED IDEOGRAPH-7F4B
0x7f4c,罌,CJK UNIFIED IDEOGRAPH-7F4C
0x7f4d,罍,CJK UNIFIED IDEOGRAPH-7F4D
0x7f4e,罎,CJK UNIFIED IDEOGRAPH-7F4E
0x7f4f,罏,CJK UNIFIED IDEOGRAPH-7F4F
0x7f50,罐,CJK UNIFIED IDEOGRAPH-7F50
0x7f51,网,CJK UNIFIED IDEOGRAPH-7F51
0x7f52,罒,CJK UNIFIED IDEOGRAPH-7F52
0x7f53,罓,CJK UNIFIED IDEOGRAPH-7F53
0x7f54,罔,CJK UNIFIED IDEOGRAPH-7F54
0x7f55,罕,CJK UNIFIED IDEOGRAPH-7F55
0x7f56,罖,CJK UNIFIED IDEOGRAPH-7F56
0x7f57,罗,CJK UNIFIED IDEOGRAPH-7F57
0x7f58,罘,CJK UNIFIED IDEOGRAPH-7F58
0x7f59,罙,CJK UNIFIED IDEOGRAPH-7F59
0x7f5a,罚,CJK UNIFIED IDEOGRAPH-7F5A
0x7f5b,罛,CJK UNIFIED IDEOGRAPH-7F5B
0x7f5c,罜,CJK UNIFIED IDEOGRAPH-7F5C
0x7f5d,罝,CJK UNIFIED IDEOGRAPH-7F5D
0x7f5e,罞,CJK UNIFIED IDEOGRAPH-7F5E
0x7f5f,罟,CJK UNIFIED IDEOGRAPH-7F5F
0x7f60,罠,CJK UNIFIED IDEOGRAPH-7F60
0x7f61,罡,CJK UNIFIED IDEOGRAPH-7F61
0x7f62,罢,CJK UNIFIED IDEOGRAPH-7F62
0x7f63,罣,CJK UNIFIED IDEOGRAPH-7F63
0x7f64,罤,CJK UNIFIED IDEOGRAPH-7F64
0x7f65,罥,CJK UNIFIED IDEOGRAPH-7F65
0x7f66,罦,CJK UNIFIED IDEOGRAPH-7F66
0x7f67,罧,CJK UNIFIED IDEOGRAPH-7F67
0x7f68,罨,CJK UNIFIED IDEOGRAPH-7F68
0x7f69,罩,CJK UNIFIED IDEOGRAPH-7F69
0x7f6a,罪,CJK UNIFIED IDEOGRAPH-7F6A
0x7f6b,罫,CJK UNIFIED IDEOGRAPH-7F6B
0x7f6c,罬,CJK UNIFIED IDEOGRAPH-7F6C
0x7f6d,罭,CJK UNIFIED IDEOGRAPH-7F6D
0x7f6e,置,CJK UNIFIED IDEOGRAPH-7F6E
0x7f6f,罯,CJK UNIFIED IDEOGRAPH-7F6F
0x7f70,罰,CJK UNIFIED IDEOGRAPH-7F70
0x7f71,罱,CJK UNIFIED IDEOGRAPH-7F71
0x7f72,署,CJK UNIFIED IDEOGRAPH-7F72
0x7f73,罳,CJK UNIFIED IDEOGRAPH-7F73
0x7f74,罴,CJK UNIFIED IDEOGRAPH-7F74
0x7f75,罵,CJK UNIFIED IDEOGRAPH-7F75
0x7f76,罶,CJK UNIFIED IDEOGRAPH-7F76
0x7f77,罷,CJK UNIFIED IDEOGRAPH-7F77
0x7f78,罸,CJK UNIFIED IDEOGRAPH-7F78
0x7f79,罹,CJK UNIFIED IDEOGRAPH-7F79
0x7f7a,罺,CJK UNIFIED IDEOGRAPH-7F7A
0x7f7b,罻,CJK UNIFIED IDEOGRAPH-7F7B
0x7f7c,罼,CJK UNIFIED IDEOGRAPH-7F7C
0x7f7d,罽,CJK UNIFIED IDEOGRAPH-7F7D
0x7f7e,罾,CJK UNIFIED IDEOGRAPH-7F7E
0x7f7f,罿,CJK UNIFIED IDEOGRAPH-7F7F
0x7f80,羀,CJK UNIFIED IDEOGRAPH-7F80
0x7f81,羁,CJK UNIFIED IDEOGRAPH-7F81
0x7f82,羂,CJK UNIFIED IDEOGRAPH-7F82
0x7f83,羃,CJK UNIFIED IDEOGRAPH-7F83
0x7f84,羄,CJK UNIFIED IDEOGRAPH-7F84
0x7f85,羅,CJK UNIFIED IDEOGRAPH-7F85
0x7f86,羆,CJK UNIFIED IDEOGRAPH-7F86
0x7f87,羇,CJK UNIFIED IDEOGRAPH-7F87
0x7f88,羈,CJK UNIFIED IDEOGRAPH-7F88
0x7f89,羉,CJK UNIFIED IDEOGRAPH-7F89
0x7f8a,羊,CJK UNIFIED IDEOGRAPH-7F8A
0x7f8b,羋,CJK UNIFIED IDEOGRAPH-7F8B
0x7f8c,羌,CJK UNIFIED IDEOGRAPH-7F8C
0x7f8d,羍,CJK UNIFIED IDEOGRAPH-7F8D
0x7f8e,美,CJK UNIFIED IDEOGRAPH-7F8E
0x7f8f,羏,CJK UNIFIED IDEOGRAPH-7F8F
0x7f90,羐,CJK UNIFIED IDEOGRAPH-7F90
0x7f91,羑,CJK UNIFIED IDEOGRAPH-7F91
0x7f92,羒,CJK UNIFIED IDEOGRAPH-7F92
0x7f93,羓,CJK UNIFIED IDEOGRAPH-7F93
0x7f94,羔,CJK UNIFIED IDEOGRAPH-7F94
0x7f95,羕,CJK UNIFIED IDEOGRAPH-7F95
0x7f96,羖,CJK UNIFIED IDEOGRAPH-7F96
0x7f97,羗,CJK UNIFIED IDEOGRAPH-7F97
0x7f98,羘,CJK UNIFIED IDEOGRAPH-7F98
0x7f99,羙,CJK UNIFIED IDEOGRAPH-7F99
0x7f9a,羚,CJK UNIFIED IDEOGRAPH-7F9A
0x7f9b,羛,CJK UNIFIED IDEOGRAPH-7F9B
0x7f9c,羜,CJK UNIFIED IDEOGRAPH-7F9C
0x7f9d,羝,CJK UNIFIED IDEOGRAPH-7F9D
0x7f9e,羞,CJK UNIFIED IDEOGRAPH-7F9E
0x7f9f,羟,CJK UNIFIED IDEOGRAPH-7F9F
0x7fa0,羠,CJK UNIFIED IDEOGRAPH-7FA0
0x7fa1,羡,CJK UNIFIED IDEOGRAPH-7FA1
0x7fa2,羢,CJK UNIFIED IDEOGRAPH-7FA2
0x7fa3,羣,CJK UNIFIED IDEOGRAPH-7FA3
0x7fa4,群,CJK UNIFIED IDEOGRAPH-7FA4
0x7fa5,羥,CJK UNIFIED IDEOGRAPH-7FA5
0x7fa6,羦,CJK UNIFIED IDEOGRAPH-7FA6
0x7fa7,羧,CJK UNIFIED IDEOGRAPH-7FA7
0x7fa8,羨,CJK UNIFIED IDEOGRAPH-7FA8
0x7fa9,義,CJK UNIFIED IDEOGRAPH-7FA9
0x7faa,羪,CJK UNIFIED IDEOGRAPH-7FAA
0x7fab,羫,CJK UNIFIED IDEOGRAPH-7FAB
0x7fac,羬,CJK UNIFIED IDEOGRAPH-7FAC
0x7fad,羭,CJK UNIFIED IDEOGRAPH-7FAD
0x7fae,羮,CJK UNIFIED IDEOGRAPH-7FAE
0x7faf,羯,CJK UNIFIED IDEOGRAPH-7FAF
0x7fb0,羰,CJK UNIFIED IDEOGRAPH-7FB0
0x7fb1,羱,CJK UNIFIED IDEOGRAPH-7FB1
0x7fb2,羲,CJK UNIFIED IDEOGRAPH-7FB2
0x7fb3,羳,CJK UNIFIED IDEOGRAPH-7FB3
0x7fb4,羴,CJK UNIFIED IDEOGRAPH-7FB4
0x7fb5,羵,CJK UNIFIED IDEOGRAPH-7FB5
0x7fb6,羶,CJK UNIFIED IDEOGRAPH-7FB6
0x7fb7,羷,CJK UNIFIED IDEOGRAPH-7FB7
0x7fb8,羸,CJK UNIFIED IDEOGRAPH-7FB8
0x7fb9,羹,CJK UNIFIED IDEOGRAPH-7FB9
